beer_ABV,beer_beerId,beer_brewerId,beer_name,beer_style,review_appearance,review_aroma,review_overall,review_palate,review_profileName,review_taste,review_text,review_time
5,55139,2001,Butcombe Brunel  IPA,Premium Bitter/ESB,4/5,7/10,12/20,3/5,johninmelb,6/10,"Honeyed malt nose.  Pours amber with a fluffy white head.  Flavour is more honey malt with some citrus and a slightly metallic astringency hiding in the background.  Finshes bitter with a little more of that metal, which detracts.  Otherwise a good bitter.",1194393600
4,10124,1831,Pitfield Shoreditch Stout,Stout,3/5,7/10,12/20,2/5,Ethereal,6/10,"Cask at the Bricklayers Arms, 15th Jan 09, with tashi.  Near black, small head. A bit thin - more of a mild than a stout imho. Some smokiness and some coffee but too weak and insubstantial for me.",1232841600
7,26369,1831,Pitfield 1837 India Pale Ale,English Strong Ale,3/5,6/10,13/20,3/5,yespr,6/10,"50 cL bottle. Pours clear and golden orange with a huge off-white head. Aroma is hoppy and slight fruity. Fruity, mild citric and bitter flavoured. Dry and hoppy. Ends citric and fruity into the far finish. Dry into the far finish.",1281225600
5,34680,1831,Pitfield N1 Wheat Beer,Belgian White &#40;Witbier&#41;,3/5,5/10,8/20,2/5,FatPhil,4/10,"500ml bottle - at ChrisOs - thanks!	5 Simple wheatbier aroma, fuller than your average wit.	3 Pale hazy yellow	4 Very bland wheat-bready taste, a touch carbonic	2 Too crip and biting, without being refreshing.	8 This one didnt do it for me.",1292716800
4.9,41814,4109,Carlyle Festbier,Imperial/Double IPA,4/5,7/10,15/20,4/5,gws57,8/10,"Had this one on draught as part of a sampler flight at the brewpub in Rockford, Illinois.  Medium amber, foamy white head, floral hoppiness in the nose, hoppiness continues into the taste where it becomes dry and spicy.  An interesting oktoberfest beer.",1190505600
4.5,29612,4109,Carlyle Vanilla Cream Ale,Cream Ale,3/5,7/10,13/20,3/5,DavidP,7/10,"Vanilla extract and some powdered sugar aroma.  Hazy orange body.  Pale malt, bitter hop leaf and more vanilla extract in the falvor.  Medium mouthfeel.  A nice drink but nothing youd want to do all night, the strong vanilla character gets old after a bit.",1140393600
7.1,46580,4124,Legacy Hedonism Red,American Strong Ale,4/5,7/10,13/20,3/5,efrumtheidiot,7/10,"pours a ruby-amber with a yellowish-tan head.  strong citrus aroma, hoppy.  taste is hoppy, straw/grass, the tiniest dab of pinewood.  medium-full body.  average carbonation.  bitter finish.  nice, but i dont think id classify it as an ASA.  actually a lot more like a light IPA or even an APA.  nice hoppy flavor though.  good session-type beer.  i give it the lowish rating just because i dont really consider it an ASA.  if youre into hoppy APAs or light/gentle IPAs, try it!",1193356800
7.2,28998,4124,Legacy Noreaster Robust Ale,Sweet Stout,3/5,7/10,13/20,2/5,GMCC2181,5/10,"Bottle shared by robert at stateline. Black in color, not much head. Average aroma of roasted malts. Taste is watery....dissapointing. I expected more from a beer made with oatmeal. Weak texture. Roasted malt flavor but the watery texture ruined this beer.",1229990400
7.5,87690,4124,Legacy Dear Abbey Dubbel,Abbey Dubbel,2/5,7/10,14/20,3/5,nearbeer,7/10,"22 oz. Clear copper with a small, fleeting head. Nose is orange marmalade, molasses and nutmeg. Taste is all the same blend with some caramel and a slightly tart citrus touch throughout. The earthy spice lingers in the almost-woody finish and has hints of bubblegum, cinnamon, coriander, chocolate and ginger. Light-medium body is thin, fairly smooth, and finishes spicy-dry. Not bad, but tastes more like a British Christmas Ale (which I like) with just a hint of Belgian yeast.",1262304000
10,121061,9189,Destihl Deadhead Double Red Ale,Imperial/Double IPA,3/5,8/10,17/20,4/5,csaso,8/10,"Tap - small foamy head, dark amber color, big citrus hop aroma, big citrus hop flavor balanced nicely with some sweet malts - very good",1325116800
-,152092,9189,Destihl Saint Dekkera Barrel Reserve Belgian Sour: Strawberry Blonde & Raspberry,Sour Ale/Wild Ale,3/5,8/10,17/20,3/5,chicagodri,8/10,"Sampled @ Oak Park.  Best sour of the day.  Red tinted gold with pink head.  Aroma and flavor that was distinctly sour, wood, and berries.  Well done.",1314316800
5.4,82447,689,Weltenburger Hefe-Weizen Hell,German Hefeweizen,3/5,6/10,13/20,4/5,SamGamgee,6/10,"50cl bottle @ Kalmar Nation.   Cloudy gold with a medium, thick white head.   Tart, yeasty, phenol aroma.   flavor is typical and indistinct German hef: sweet, yeasty, some banana.   Medium body with smooth, firm carbonation, pretty pleasant.   Nice easy drinker, but mediocre for the style.",1197417600
4.9,4021,689,Weltenburger Kloster Pils,Classic German Pilsener,5/5,4/10,8/20,4/5,ALLOVATE,4/10,"I find the lagers of Weltenburg to be amongst the finest in the world, yet this really didnt satisfy me at all. Tasted from the bottle and poured into a Weltenburger chalice. Clear pale yellowish gold body, highly charged in carbonation and topped off with a loose, fluffy white crown that lasted and left some lace (appearance was spot on the money). Dry, bitter and raspy lawn clippings, sour-grass, and bay leaves in the harsh aroma along with underlying notes of pine nuts, chaff and fresh squeezed lemons. Hop dominated in the mouth also and were rather harsh on the tongue. Grassy, leafy and bitter; slightly metallic, tangy and acrid down the back of the mouth. Extra light in body and slightly chemically soapy in mouthfeel, this was honestly a hard one to finish. Dry for the length with only an inkling of powdery grain that wasnt enough to save it. Disappointing, as I love this brewer. I just hope it was a bad sample. (50cL, 23/03/06, Intl Beer Shop, W. Leederville)",1131062400
5.3,4023,689,Weltenburger Hefe-Weizen Dunkel,Dunkelweizen,3/5,4/10,8/20,3/5,fuyajo,4/10,"Pours to a medium head with a lot of lacing. Not a whole lot of aroma other than a bit of wheat. Opaque light-brown color. Very nice mouthfeel; not overly foamy. Not a lot of taste, but crisp; mildly wheaty with a clean, mild finish. Pretty nondescript.",1191801600
4.7,4024,689,Weltenburger Kloster Barock Dunkel,Dunkel,5/5,5/10,11/20,3/5,HighGravity,6/10,"This beer looks picture perfect in the glass, but its all downhill from there. The nose is mainly spicy (classic German herbs). The palate is dry light and drinkable, but lacks any real German malt character. A nice dark lager, but this beers lacks too many key elements.",1115942400
5.6,4020,689,Weltenburger Barock Hell,Dortmunder/Helles,3/5,7/10,15/20,3/5,Holy,8/10,"Bottle courtesy of Bierkrug! Light malt, caramel aroma. Taste is pleasant - smooth, bread, sugar. A nice beer!",1290988800
6.9,4025,689,Weltenburger Kloster Asam Bock,Doppelbock,4/5,9/10,18/20,4/5,MakeItDrinkIt,9/10,"Deep ruby brown hue with a thin light tan head.  Aroma is rich roasted grains, toffee - dark cherries and plums abound.  Flavor is a very nice mouthful of raisins, dark cherries, black strap molasses and dark rum.  This is a really fine dopplebock, one of the best I have had.  Finish is lingering, slightly syrupy.",1215734400
6.9,4025,689,Weltenburger Kloster Asam Bock,Doppelbock,5/5,8/10,19/20,4/5,iambeer,8/10,"UPDATED: JUL 24, 2005  From tap,hints of caramel, moderatley malty.	A dark hue. Complicated, but beautiful.  A wonderful treat for any beer drinker.",1109808000
5.5,6213,689,Weltenburger Kloster Anno 1050,Vienna,3/5,5/10,12/20,3/5,Mads Langtved,5/10,Slightly sweet malty profile. Some bitterness in the finish. Ordinary lager. However could take some more hops and bitterness. Slightly thin.,1138492800
5.2,13279,689,Weltenburger Kloster Winter-Traum,Vienna,3/5,7/10,13/20,3/5,jazz88,5/10,"Bottle.  A hazed light brown (tea) color.  A medicinal malty, caramel and earthy aroma and flavor.  A touch of light fruit and sweetness.  A miled watery body without much substance.",1166140800
5.5,94866,8355,Cheddar Festive Totty,Premium Bitter/ESB,3/5,6/10,14/20,3/5,cgarvieuk,6/10,bottle at jens ... copper ... thin white lacing ...soft herbal grassy hop nose ... light bitter front ... little metalic ... soft fruits ... ok but a bit dull ... growing on me ... but still a little oddness,1304121600
5,27964,243,Four Peaks Pumpkin Porter,Porter,3/5,7/10,14/20,3/5,Bockyhorsey,7/10,"Tap at Papago. Had moderate spice aroma with some guts aroma from a freshly carved pumkin. Black body with small tan head that disapated. Medium body consisite of spice, roast and punkin flavors. Somewhat spicey aftertaste. Decent brew.",1130716800
5,1431,243,Four Peaks Vier Spitzen Hefeweizen,German Hefeweizen,4/5,7/10,15/20,3/5,AmEricanbrew,8/10,"Milky golden color/ lasting white foam. Nice banana, lemon, clove aromas. Medium bodied with soft co2. Good banana puree, tart wheat, spicy clove flavors--classic hefe yeast",1303689600
6,1419,243,Four Peaks Kilt Lifter Scottish-Style Ale,Scottish Ale,5/5,6/10,20/20,4/5,dvsarchitect,8/10,"Great, great dinner beer! Robust yet smooth, sweet smokey flavor, slightly bitter finish resembling a vodka soaked martini olive. I think its got great balance and would recommend this ale to anyone!",1203552000
6.5,105966,243,Four Peaks Fools Gold,Porter,4/5,6/10,14/20,4/5,nbutler11,7/10,"On tap at the Tempe location.  Pours an earthy black color with an amber tint and a creamy tan head.  Smells mild -- closer to coffee and hazelnut than cocoa.  Tastes of hops up front followed by further hazelnut, faint cream, powdered cocoa, oatmeal, and a little smoke.  Nice.",1246233600
9.4,134337,3234,Jackie-Os Cellar Cuvee 4,American Strong Ale,4/5,8/10,16/20,4/5,Dogbrick,8/10,"On draught at the brewpub, served in a snifter. The beer pours a very dark brown color with some amber highlights. Medium light beige head that recedes to an outer ring eventually. Spotty lacing on the glass. Aroma of caramel malt, oak and fruit. Medium to full, smooth body with an oaky and dark malty character along with notes of tart berry and chocolate. The finish is rich and malty up front with a lingering tart fruit aftertaste. A lot of different stuff going on here, but I like it.",1290384000
-,114517,3234,Jackie-Os Cellar Cuvee 2,Imperial Stout,4/5,9/10,14/20,4/5,JoeTheYounger,7/10,Rating #5 (bottle # 95 of 156). Bottle at Hophead22 tasting. Aroma was espresso and pure cinnamon spice. Taste was tart like sour black coffee. Poured dark brown. Very interesting beer.  I liked the aroma better than the taste.,1260748800
12,108924,3234,Jackie-Os Dark Apparition Bourbon Barrel Aged,Imperial Stout,3/5,8/10,17/20,3/5,TheEpeeist,8/10,"22 oz bottle.  Dark brown with a few residual spots of foam.  Nose is bittersweet chocolate, oak, bourbon, caramel and alcohol.  Medium to full body, a bit chalky with a soft buzz.  Taste is dark chocolate, espresso, vanilla, bourbon and lots of wood to finish.  Good brew but a little rough.",1306540800
9,113504,3234,Jackie-Os Cabernet Cherry Man,American Strong Ale,4/5,8/10,15/20,3/5,ksurkin,7/10,"22oz bomber, bottle #59/156, courtesy of alexsdad. thanks, brad! pours a very dark, cola-brown with definite notes of dark red around the edges and a thin, bubbly, beige head leaving spotty rings of lace. aroma is great with big notes of cherries, the tart and sweet varieties, dusty red wine, barrel funk, and light oak with notes of dark chocolate coming through as it warms. flavor is very nice as well with tart cherries, red grape skins, wine, and light berries up front backed by sweeter notes of oak, roast, and dry cocoa. palate is unfortunately a little thin, especially for a ""robust"" porter with light carbonation and a dry, chalky, finish. overall, an unique, tasty brew.",1277164800
9,114536,3234,Jackie-Os Barreled & Portered,Imperial/Strong Porter,4/5,7/10,14/20,4/5,kiefdog,7/10,"Growler courtesy of markwise. Pours a dark cola brown to black with thin tan head. Aroma is sweet and malty with notes of chocolate, bourbon, vanilla, roast, oak, smoke, hints of tofffe, molasses, brown sugar. Flavor is sweet and malty with notes of bourbon, vanilla, wood, smoke, chocolate, toffee, caramel, molasses, brown sugar. Medium to full body with a pleasing boozy malt finish.",1266969600
8.1,101347,3234,Jackie-Os Hope,India Pale Ale &#40;IPA&#41;,3/5,7/10,16/20,4/5,Dogbrick,7/10,"Sample at the brewpub. This brew is a clear pale golden color with a medium ivory white head that dissipates quickly. Spotty lacing on the glass. Aroma of peppery hops, yeast and earthy malt. Medium body with a moderately bitter hops character and flavors of spices and yeast behind it. Light malt is present as well. The finish is hoppy with a sweet yeast undertone. Interesting and pretty good overall.",1242000000
6.5,75822,3234,Jackie-Os Chomo-lung-ma Organic Honey Nut Brown,Brown Ale,3/5,7/10,15/20,3/5,nickd717,8/10,"Draft.  Somewhat hazy medium brown in color with minimal head on top.  The aroma is very nutty with caramel and toffee.  Sweet caramel and honey malt base with a great balanced, nutty flavor.  Medium-bodied with average carbonation.  A good beer from Jackie Os that for once doesnt try to be too much.  I approve.",1320883200
5.5,136195,3234,Jackie-Os Brown Recluse,Sour Ale/Wild Ale,4/5,8/10,16/20,4/5,Tmoney99,8/10,Bottle shared by alexsdad06. Poured a clear reddish brown color with a minimal fizzy off-white head that mostly diminished with fair lacing. Moderate to heavy sour tart fruit aroma. Medium to full body with a smooth sticky texture and flat carbonation. Medium to heavy sour & sweet flavor with a medium to heavy sweet & sour finish of moderate to long duration. This is a standout beer.,1305158400
8,114570,3234,Jackie-Os Kentucky Monk,Abbey Tripel,4/5,7/10,15/20,4/5,alexsdad06,8/10,"Draft at Jackie Os.  Pours a slightly hazy golden amber color with a medium sized white head.  The aroma  had a nice blend of fruitiness, bourbon and yeast with a slight acidic note.  The flavor was fruity, brown sugar, yeasty, slight bubble gum with a well blended bourbon component.  Medium bodied.",1267315200
-,39524,4293,Rock Bottom Ahwatukee Desert Trail Pale Ale,American Pale Ale,3/5,6/10,12/20,2/5,Steib,6/10,Should be a replacement for the Gila pale.  Medium golden brown. Plesant malt aroma with a nice hint of hops.  Light to fairly smooth malt character.  Hops linger on the palate if somewhat miniscule.   Aftertaste is diminshed by a watery taste.  A decent if unimpressive ale,1096848000
6.4,177,34,Sweetwater IPA,India Pale Ale &#40;IPA&#41;,4/5,7/10,15/20,4/5,juiceisloose,7/10,"On tap at Brickstore Pub. Pours a bright orange color with a small white head that quickly settles to a thin film. The aroma shows grapefruit hops, orange peel, and a hint of sweet toffee malts. The flavor is more the same with the orange peel and grapefruit hops up front with caramel and toffee malts balancing things out. Medium bodied with nice carbonation and goes down smooth. The orange in the flavor really makes this one. A nice IPA to have on draft.",1232236800
6.4,177,34,Sweetwater IPA,India Pale Ale &#40;IPA&#41;,3/5,8/10,16/20,3/5,maeib,8/10,"Bottled at the Chris_O Beer, Cheese and Curry powwow.  A copper gold coloured beer with a reasonable head.  The aroma is strong on the piney hops and is also nicely citric.  The taste is also full on hops - grapefruit and mouth puckering bitterness.  One of the hoppier IPAs Ive had but there is just the problem of the body being too light which we all picked up.  That besides a top beer.   Big thanks to CaptainCougar for bringing this one over to Kook and to Kook for sharing.",1131926400
